name,age,net_worth_million_usd,industry,industries,country,self_made,gender
Alberto Cortina,80.0,2090.48,Finance & Investments,Finance & Investments,Spain,True,M
Wee Ee Chao,70.0,2089.24,Finance & Investments,Finance & Investments,Singapore,False,M
Radha Vembu,53.0,2088.89,Technology,Technology,India,False,F
Larry Connor,76.0,2087.94,Real Estate,Real Estate,United States,True,M
Leonie Baldock,54.0,2082.72,Metals & Mining,Metals & Mining,Australia,False,F
Paolo Bulgari,88.0,2079.82,Fashion & Retail,Fashion & Retail,Italy,False,M
Binod Chaudhary,71.0,2077.33,Diversified,Diversified,Nepal,False,M
Scott Nuttall,53.0,2074.77,Finance & Investments,Finance & Investments,United States,True,M
B. Wayne Hughes Jr,66.0,2073.18,Real Estate,Real Estate,United States,False,M
Abdullah Amer Al Nahdi,65.0,2070.86,Healthcare,Healthcare,Saudi Arabia,True,M
Doug Ostrover,63.0,2069.64,Finance & Investments,Finance & Investments,United States,True,M
Robin Khuda,46.0,2066.44,Technology,Technology,Australia,True,M
Michael Hsing,65.0,2065.52,Technology,Technology,United States,True,M
Jack Cogen,70.0,2064.56,Technology,Technology,United States,True,M
Bernhard Braun-Luedicke,49.0,2063.57,Healthcare,Healthcare,Germany,False,M
Eva Maria Braun-Luedicke,39.0,2063.57,Healthcare,Healthcare,Germany,False,F
Friederike Braun-Luedicke,42.0,2063.57,Healthcare,Healthcare,Germany,False,F
Alberto Alcocer,83.0,2061.65,Finance & Investments,Finance & Investments,Spain,True,M
Luiz Frias,63.0,2059.55,Media & Entertainment,Media & Entertainment,Brazil,False,M
Angela Leong,65.0,2058.56,Real Estate,Real Estate,Hong Kong,False,F
Chu Mang Yee & family,66.0,2058.0,Real Estate,Real Estate,China,True,M
Chung Yong-ji,56.0,2057.74,Healthcare,Healthcare,South Korea,True,M
Wang Miaotong,68.0,2057.52,Automotive,Automotive,China,True,M
Liesel Pritzker Simmons,42.0,2054.16,Diversified,Diversified,United States,False,F
An Kang,77.0,2052.97,Healthcare,Healthcare,China,True,M
Dominika Kulczyk,48.0,2052.29,Finance & Investments,Finance & Investments,Poland,False,F
Wichai Thongtang,79.0,2051.64,Finance & Investments,Finance & Investments,Thailand,True,M
Nihat Ozdemir,76.0,2050.5,Diversified,Diversified,Turkey,True,M
Sezai Bacaksiz,76.0,2050.5,Diversified,Diversified,Turkey,True,M
Hamdi Akin & family,71.0,2049.74,Diversified,Diversified,Turkey,True,M
Narendrakumar Parekh,88.0,2049.37,Manufacturing,Manufacturing,India,False,M
Andres Santo Domingo,47.0,2049.08,Food & Beverage,Food & Beverage,United States,False,M
Herbert Allen Jr & family,86.0,2046.41,Finance & Investments,Finance & Investments,United States,False,M
Ajay Parekh,68.0,2045.39,Manufacturing,Manufacturing,India,False,M
Matthew Roszak,53.0,2044.81,Finance & Investments,Finance & Investments,United States,True,M
Serge Godin,76.0,2043.55,Technology,Technology,Canada,True,M
Prem Kumar Arora,87.0,2043.21,Healthcare,Healthcare,India,False,M
J. Frank Harrison III & family,71.0,2043.14,Food & Beverage,Food & Beverage,United States,False,M
Gao Mingqing,73.0,2042.46,Metals & Mining,Metals & Mining,China,True,M
Tom Persson,41.0,2042.36,Fashion & Retail,Fashion & Retail,Sweden,False,M
G. Rajendran,83.0,2042.18,Fashion & Retail,Fashion & Retail,India,True,M
Alex Bouaziz,32.0,2040.0,Technology,Technology,France,True,M
Shuo Wang,37.0,2040.0,Technology,Technology,United States,True,F
Randal J. Kirk,72.0,2039.86,Healthcare,Healthcare,United States,True,M
John Abele & family,89.0,2039.0,Healthcare,Healthcare,United States,True,M
Zhang Jingzhang & family,90.0,2038.43,Manufacturing,Manufacturing,China,True,M
Lee Chae-yoon,75.0,2037.55,Technology,Technology,South Korea,True,M
Tom Werner,76.0,2036.43,Sports,Sports,United States,True,M
Vadim Yakunin,63.0,2036.04,Healthcare,Healthcare,Russia,True,M
Per Sandberg,64.0,2035.96,Healthcare,Healthcare,Sweden,False,M
Raj Sardana,66.0,2033.9,Technology,Technology,United States,True,M
Guilherme Benchimol,49.0,2033.26,Finance & Investments,Finance & Investments,Brazil,True,M
Pantaleo Dell'Orco,73.0,2032.28,Fashion & Retail,Fashion & Retail,Italy,False,M
Ilona Herlin,61.0,2031.27,Manufacturing,Manufacturing,Finland,False,F
Robert Fisher,72.0,2031.06,Fashion & Retail,Fashion & Retail,United States,False,M
Kim Nam-goo,62.0,2030.03,Finance & Investments,Finance & Investments,South Korea,False,M
Ron Corio,64.0,2029.9,Energy,Energy,United States,True,M
Stephen Orenstein & family,62.0,2029.9,Diversified,Diversified,United States,False,M
Vikram Punia,53.0,2029.65,Healthcare,Healthcare,Russia,True,M
Yuri Kovalchuk & family,74.0,2028.76,Finance & Investments,Finance & Investments,Russia,True,M
Eugene Kaspersky,60.0,2027.58,Technology,Technology,Russia,True,M
Carmen Daurella Aguilera,69.0,2026.54,Food & Beverage,Food & Beverage,Spain,False,F
Wu Shaoxun,70.0,2026.43,Food & Beverage,Food & Beverage,China,True,M
Stephane Bonvin,59.0,2026.35,Real Estate,Real Estate,Switzerland,True,M
Zhao Lixin,60.0,2022.57,Technology,Technology,China,True,M
Aneel Bhusri,60.0,2021.29,Technology,Technology,United States,True,M
Hemendra Kothari,79.0,2020.82,Finance & Investments,Finance & Investments,India,False,M
Ian Wood & family,83.0,2019.7,Energy,Energy,United Kingdom,False,M
Mark Coombs,65.0,2018.36,Finance & Investments,Finance & Investments,United Kingdom,True,M
Gavril Yushvaev & family,68.0,2016.28,Finance & Investments,Finance & Investments,Russia,True,M
Jitendra Virwani,60.0,2016.15,Real Estate,Real Estate,India,False,M
Charlotte Soderstrom,49.0,2014.65,Fashion & Retail,Fashion & Retail,Sweden,False,F
P.V. Krishna Reddy,56.0,2013.09,Construction & Engineering,Construction & Engineering,India,True,M
Avram Glazer,65.0,2011.0,Sports,Sports,United States,False,M
Bryan Glazer,61.0,2011.0,Sports,Sports,United States,False,M
Darcie Glazer Kassewitz,57.0,2011.0,Sports,Sports,United States,False,F
Edward Glazer,56.0,2011.0,Sports,Sports,United States,False,M
Joel Glazer,59.0,2011.0,Sports,Sports,United States,False,M
Kevin Glazer,64.0,2011.0,Sports,Sports,United States,False,M
Husnu Ozyegin,81.0,2010.85,Finance & Investments,Finance & Investments,Turkey,True,M
Bill Gross,82.0,2009.47,Finance & Investments,Finance & Investments,United States,True,M
David Walentas,87.0,2007.33,Real Estate,Real Estate,United States,True,M
Liu Zhenfeng,64.0,2006.87,Manufacturing,Manufacturing,China,True,M
Taylor Swift,36.0,2006.5,Media & Entertainment,Media & Entertainment,United States,True,F
Zhao Tao,60.0,2006.49,Healthcare,Healthcare,Singapore,False,M
Hao Hong,70.0,2004.71,Healthcare,Healthcare,United States,True,M
David Kabiller,62.0,2004.0,Finance & Investments,Finance & Investments,United States,True,M
Yigal Dimri,70.0,2003.21,Construction & Engineering,Construction & Engineering,Israel,True,M
Clark Hunt & family,61.0,2000.4,Sports,Sports,United States,False,M
Daniel Hunt & family,49.0,2000.4,Sports,Sports,United States,False,M
Lamar Hunt Jr & family,69.0,2000.4,Sports,Sports,United States,False,M
Sharron Hunt & family,68.0,2000.4,Sports,Sports,United States,False,F
Joseph 'Pitt'  Reeves Hyde III,83.0,2000.0,Automotive,Automotive,United States,False,M
Oren Zeev,61.0,2000.0,Finance & Investments,Finance & Investments,Israel,True,M
Gary Chouest & family,81.0,1999.72,Logistics,Logistics,United States,False,M
Wang Zhenhua,64.0,1998.65,Real Estate,Real Estate,China,True,M
Michael Ashcroft,80.0,1997.12,Finance & Investments,Finance & Investments,United Kingdom,True,M
David Lichtenstein,64.0,1996.61,Real Estate,Real Estate,United States,True,M
Yao Kuizhang,61.0,1996.61,Food & Beverage,Food & Beverage,China,True,M
Edir Macedo & family,81.0,1996.01,Media & Entertainment,Media & Entertainment,Brazil,True,M
Gregg Hymowitz,60.0,1996.0,Finance & Investments,Finance & Investments,United States,True,M
Carsten Maschmeyer,66.0,1995.7,Finance & Investments,Finance & Investments,Germany,True,M
Mehmet Ali Aydinlar,69.0,1993.29,Healthcare,Healthcare,Turkey,True,M
Nicholas Howley,64.0,1992.12,Manufacturing,Manufacturing,United States,True,M
Pan Dong,61.0,1989.35,Fashion & Retail,Fashion & Retail,Canada,True,F
Willis Johnson,78.0,1989.08,Automotive,Automotive,United States,True,M
Philippe Ginestet & family,72.0,1988.77,Fashion & Retail,Fashion & Retail,France,True,M
Michelle Zatlyn,46.0,1988.52,Technology,Technology,Canada,True,F
Roberto Angelini Rossi,77.0,1987.36,Diversified,Diversified,Chile,False,M
Gundbert Scherf,44.0,1986.44,Technology,Technology,Germany,True,M
Niklas Köhler,34.0,1986.44,Technology,Technology,Germany,True,M
Torsten Reil,52.0,1986.44,Technology,Technology,Germany,True,M
Joe Rogers Jr,79.0,1984.0,Food & Beverage,Food & Beverage,United States,False,M
Alexander Ramlie,53.0,1983.6,Metals & Mining,Metals & Mining,Indonesia,True,M
Robert Miller,92.0,1983.23,Fashion & Retail,Fashion & Retail,United Kingdom,True,M
Vasily Shikin,41.0,1981.29,Technology,Technology,United States,True,M
Koo Kwang-mo,48.0,1981.1,Diversified,Diversified,South Korea,False,M
Amjad Masad,,1980.0,Technology,Technology,United States,True,M
Peter Sperling,66.0,1980.0,Service,Service,United States,False,M
Amy Wyss,55.0,1979.0,Healthcare,Healthcare,United States,False,F
Zhou Yahui,49.0,1975.76,Media & Entertainment,Media & Entertainment,China,True,M
Sefik Yilmaz Dizdar,88.0,1974.3,Fashion & Retail,Fashion & Retail,Turkey,True,M
Hiroshi Ishibashi,79.0,1974.11,Automotive,Automotive,Japan,False,M
Farris Wilks,74.0,1973.96,Energy,Energy,United States,True,M
Richard Desmond,74.0,1972.1,Media & Entertainment,Media & Entertainment,United Kingdom,True,M
Huang Zhenda & family,78.0,1970.26,Construction & Engineering,Construction & Engineering,China,True,M
Alfred Oetker,59.0,1964.68,Fashion & Retail,Fashion & Retail,Germany,False,M
